Id,Name,Year,Gender,Count
5954,Florencio,1882,M,5
5955,Fremont,1882,M,5
5956,Gaines,1882,M,5
5957,Garnet,1882,M,5
5958,Gaylord,1882,M,5
5959,German,1882,M,5
5960,Greene,1882,M,5
5961,Griffin,1882,M,5
5962,Hallie,1882,M,5
5963,Handy,1882,M,5
5964,Hardie,1882,M,5
5965,Harlow,1882,M,5
5966,Harper,1882,M,5
5967,Harvie,1882,M,5
5968,Hayden,1882,M,5
5969,Hilton,1882,M,5
5970,Hollie,1882,M,5
5971,Hoy,1882,M,5
5972,Hubbard,1882,M,5
5973,Huey,1882,M,5
5974,Ida,1882,M,5
5975,Irven,1882,M,5
5976,Isadore,1882,M,5
5977,Isidore,1882,M,5
5978,Jennie,1882,M,5
5979,Jhon,1882,M,5
5980,Jonah,1882,M,5
5981,Julia,1882,M,5
5982,Kay,1882,M,5
5983,Kelley,1882,M,5
5984,Lamar,1882,M,5
5985,Laura,1882,M,5
5986,Lazarus,1882,M,5
5987,Leigh,1882,M,5
5988,Lenzy,1882,M,5
5989,Leonce,1882,M,5
5990,Leverett,1882,M,5
5991,Lewie,1882,M,5
5992,Lionel,1882,M,5
5993,Loran,1882,M,5
5994,Lorenz,1882,M,5
5995,Lott,1882,M,5
5996,Love,1882,M,5
5997,Loyal,1882,M,5
5998,Luster,1882,M,5
5999,Malcom,1882,M,5
6000,Mance,1882,M,5
6001,Marian,1882,M,5
6002,Marius,1882,M,5
6003,Matthews,1882,M,5
6004,Matthias,1882,M,5
6005,Maude,1882,M,5
6006,Merritt,1882,M,5
6007,Meyer,1882,M,5
6008,Mikel,1882,M,5
6009,Moody,1882,M,5
6010,Murry,1882,M,5
6011,Newell,1882,M,5
6012,Nicolas,1882,M,5
6013,Norton,1882,M,5
6014,Oather,1882,M,5
6015,Obe,1882,M,5
6016,Obie,1882,M,5
6017,Ocie,1882,M,5
6018,Orley,1882,M,5
6019,Orrie,1882,M,5
6020,Orva,1882,M,5
6021,Ottie,1882,M,5
6022,Parley,1882,M,5
6023,Patricio,1882,M,5
6024,Plummer,1882,M,5
6025,Primus,1882,M,5
6026,Rafe,1882,M,5
6027,Rance,1882,M,5
6028,Raphael,1882,M,5
6029,Rube,1882,M,5
6030,Rudolf,1882,M,5
6031,Rudy,1882,M,5
6032,Ruel,1882,M,5
6033,Russel,1882,M,5
6034,Sameul,1882,M,5
6035,Samul,1882,M,5
6036,Schuyler,1882,M,5
6037,Seldon,1882,M,5
6038,Soloman,1882,M,5
6039,Solon,1882,M,5
6040,Stafford,1882,M,5
6041,Stanton,1882,M,5
6042,Sumner,1882,M,5
6043,Theophilus,1882,M,5
6044,Thompson,1882,M,5
6045,Tilden,1882,M,5
6046,Toby,1882,M,5
6047,True,1882,M,5
6048,Urban,1882,M,5
6049,Uriah,1882,M,5
6050,Val,1882,M,5
6051,Vance,1882,M,5
6052,Verne,1882,M,5
6053,Vince,1882,M,5
6054,Vivian,1882,M,5
6055,Whit,1882,M,5
6056,Willaim,1882,M,5
6057,Winifred,1882,M,5
6058,Wirt,1882,M,5
6059,Woodson,1882,M,5
6060,Woody,1882,M,5
6061,Worley,1882,M,5
6062,Zed,1882,M,5
6063,Mary,1883,F,8012
6064,Anna,1883,F,3306
6065,Emma,1883,F,2367
6066,Elizabeth,1883,F,2255
6067,Minnie,1883,F,2035
6068,Margaret,1883,F,1881
6069,Bertha,1883,F,1681
6070,Ida,1883,F,1634
6071,Annie,1883,F,1589
6072,Clara,1883,F,1548
6073,Alice,1883,F,1488
6074,Sarah,1883,F,1359
6075,Grace,1883,F,1307
6076,Florence,1883,F,1298
6077,Martha,1883,F,1255
6078,Ella,1883,F,1251
6079,Nellie,1883,F,1246
6080,Bessie,1883,F,1241
6081,Laura,1883,F,1183
6082,Ethel,1883,F,1132
6083,Carrie,1883,F,1108
6084,Maude,1883,F,1096
6085,Mabel,1883,F,1086
6086,Cora,1883,F,1081
6087,Gertrude,1883,F,923
6088,Lillian,1883,F,907
6089,Jennie,1883,F,904
6090,Hattie,1883,F,895
6091,Pearl,1883,F,886
6092,Mattie,1883,F,883
6093,Edith,1883,F,881
6094,Eva,1883,F,879
6095,Rose,1883,F,877
6096,Julia,1883,F,875
6097,Helen,1883,F,862
6098,Catherine,1883,F,853
6099,Myrtle,1883,F,851
6100,Louise,1883,F,847
6101,Lillie,1883,F,837
6102,Jessie,1883,F,833
6103,Edna,1883,F,823
6104,Lena,1883,F,800
6105,Lula,1883,F,790
6106,Ada,1883,F,778
6107,Frances,1883,F,710
6108,Josephine,1883,F,697
6109,Fannie,1883,F,696
6110,Lucy,1883,F,663
6111,Maggie,1883,F,663
6112,Daisy,1883,F,659
6113,Dora,1883,F,640
6114,Agnes,1883,F,623
6115,Marie,1883,F,622
6116,Blanche,1883,F,610
6117,Nora,1883,F,589
6118,Katherine,1883,F,583
6119,May,1883,F,532
6120,Mamie,1883,F,531
6121,Stella,1883,F,529
6122,Effie,1883,F,507
6123,Rosa,1883,F,507
6124,Ellen,1883,F,500
6125,Lizzie,1883,F,496
6126,Nettie,1883,F,494
6127,Elsie,1883,F,479
6128,Della,1883,F,453
6129,Susie,1883,F,436
6130,Maud,1883,F,425
6131,Sadie,1883,F,425
6132,Mae,1883,F,423
6133,Nancy,1883,F,412
6134,Sallie,1883,F,409
6135,Flora,1883,F,387
6136,Ruth,1883,F,387
6137,Lydia,1883,F,378
6138,Lottie,1883,F,372
6139,Addie,1883,F,362
6140,Katie,1883,F,361
6141,Alma,1883,F,359
6142,Etta,1883,F,352
6143,Emily,1883,F,342
6144,Harriet,1883,F,341
6145,Viola,1883,F,331
6146,Georgia,1883,F,325
6147,Susan,1883,F,322
6148,Caroline,1883,F,321
6149,Nannie,1883,F,305
6150,Lulu,1883,F,302
6151,Mollie,1883,F,301
6152,Kate,1883,F,294
6153,Olive,1883,F,294
6154,Charlotte,1883,F,291
6155,Kathryn,1883,F,290
6156,Amanda,1883,F,287
6157,Eliza,1883,F,274
6158,Willie,1883,F,264
6159,Amelia,1883,F,262
6160,Belle,1883,F,262
6161,Esther,1883,F,260
6162,Irene,1883,F,260
6163,Ollie,1883,F,249
6164,Jane,1883,F,247
6165,Rebecca,1883,F,244
6166,Theresa,1883,F,241
6167,Virginia,1883,F,234
6168,Estella,1883,F,233
6169,Beulah,1883,F,217
6170,Augusta,1883,F,213
6171,Ora,1883,F,212
6172,Amy,1883,F,209
6173,Hannah,1883,F,209
6174,Henrietta,1883,F,203
6175,Pauline,1883,F,197
6176,Eleanor,1883,F,185
6177,Marion,1883,F,184
6178,Anne,1883,F,183
6179,Mildred,1883,F,183
6180,Sara,1883,F,183
6181,Leona,1883,F,178
6182,Nina,1883,F,177
6183,Rachel,1883,F,174
6184,Lola,1883,F,172
6185,Iva,1883,F,170
6186,Ann,1883,F,167
6187,Matilda,1883,F,167
6188,Lela,1883,F,163
6189,Ruby,1883,F,163
6190,Delia,1883,F,162
6191,Sophia,1883,F,159
6192,Mayme,1883,F,157
6193,Millie,1883,F,155
6194,Estelle,1883,F,151
6195,Josie,1883,F,148
6196,Allie,1883,F,146
6197,Louisa,1883,F,143
6198,Lou,1883,F,142
6199,Dorothy,1883,F,141
6200,Inez,1883,F,141
6201,Maria,1883,F,141
6202,Essie,1883,F,139
6203,Evelyn,1883,F,139
6204,Barbara,1883,F,135
6205,Callie,1883,F,135
6206,Janie,1883,F,135
6207,Bettie,1883,F,130
6208,Beatrice,1883,F,126
6209,Ola,1883,F,126
6210,Winifred,1883,F,125
6211,Hazel,1883,F,123
6212,Betty,1883,F,120
6213,Luella,1883,F,120
6214,Mable,1883,F,120
6215,Cornelia,1883,F,116
6216,Nell,1883,F,116
6217,Rosie,1883,F,115
6218,Alta,1883,F,114
6219,Tillie,1883,F,114
6220,Ina,1883,F,113
6221,Victoria,1883,F,110
6222,Bertie,1883,F,106
6223,Eunice,1883,F,106
6224,Rena,1883,F,105
6225,Christine,1883,F,103
6226,Sophie,1883,F,103
6227,Verna,1883,F,103
6228,Celia,1883,F,101
6229,Dollie,1883,F,100
6230,Mathilda,1883,F,100
6231,Hilda,1883,F,99
6232,Bess,1883,F,94
6233,Birdie,1883,F,93
6234,Eula,1883,F,93
6235,Rhoda,1883,F,93
6236,Lucinda,1883,F,92
6237,Harriett,1883,F,91
6238,Isabelle,1883,F,91
6239,Leila,1883,F,90
6240,Mina,1883,F,89
6241,Adelaide,1883,F,85
6242,Johanna,1883,F,85
6243,Lelia,1883,F,84
6244,Isabel,1883,F,83
6245,Jean,1883,F,83
6246,Adeline,1883,F,82
6247,Lettie,1883,F,82
6248,Genevieve,1883,F,81
6249,Myra,1883,F,81
6250,Olga,1883,F,81
6251,Selma,1883,F,80
6252,Abbie,1883,F,79
6253,Katharine,1883,F,79
6254,Sylvia,1883,F,79
6255,Vera,1883,F,77
6256,Linnie,1883,F,76
6257,Lois,1883,F,76
6258,Lora,1883,F,76
6259,Loretta,1883,F,76
6260,Nelle,1883,F,76
6261,Hettie,1883,F,75
6262,Roxie,1883,F,75
6263,Violet,1883,F,74
6264,Mittie,1883,F,73
6265,Sally,1883,F,73
6266,Alberta,1883,F,72
6267,Elva,1883,F,72
6268,Hester,1883,F,72
6269,Gladys,1883,F,71
6270,Hulda,1883,F,71
6271,Marguerite,1883,F,70
6272,Bernice,1883,F,69
6273,Christina,1883,F,69
6274,Helena,1883,F,69
6275,Lila,1883,F,69
6276,Adele,1883,F,68
6277,Fanny,1883,F,68
6278,Gussie,1883,F,68
6279,Sue,1883,F,68
6280,Cecelia,1883,F,67
6281,Cynthia,1883,F,66
6282,Lenora,1883,F,66
6283,Lucille,1883,F,66
6284,Phoebe,1883,F,66
6285,Leah,1883,F,65
6286,Lura,1883,F,65
6287,Flossie,1883,F,64
6288,Teresa,1883,F,64
6289,Jeanette,1883,F,63
6290,Hallie,1883,F,62
6291,Lida,1883,F,62
6292,Lilly,1883,F,62
6293,Lily,1883,F,62
6294,Winnie,1883,F,62
6295,Virgie,1883,F,60
6296,Carolyn,1883,F,58
6297,Claudia,1883,F,58
6298,Alvina,1883,F,57
6299,Frieda,1883,F,57
6300,Emilie,1883,F,56
6301,Mabelle,1883,F,56
6302,Naomi,1883,F,56
6303,Lee,1883,F,55
6304,Ophelia,1883,F,55
6305,Zella,1883,F,55
6306,Francis,1883,F,54
6307,Isabella,1883,F,54
6308,Wilhelmina,1883,F,54
6309,Irma,1883,F,53
6310,Jeannette,1883,F,53
6311,Catharine,1883,F,52
6312,Meta,1883,F,52
6313,Minerva,1883,F,52
6314,Cordelia,1883,F,51
6315,Gertie,1883,F,51
6316,Goldie,1883,F,51
6317,Leola,1883,F,51
6318,Myrtie,1883,F,50
6319,Linda,1883,F,49
6320,Lucile,1883,F,49
6321,Madge,1883,F,49
6322,Marjorie,1883,F,49
6323,Norma,1883,F,49
6324,Eugenia,1883,F,48
6325,Geneva,1883,F,48
6326,Marian,1883,F,48
6327,Roberta,1883,F,48
6328,Louella,1883,F,47
6329,Malinda,1883,F,47
6330,Olivia,1883,F,46
6331,Annette,1883,F,45
6332,Antoinette,1883,F,44
6333,Ivy,1883,F,44
6334,Janet,1883,F,44
6335,Lilla,1883,F,43
6336,Elma,1883,F,42
6337,Lorena,1883,F,42
6338,Melissa,1883,F,42
6339,Adah,1883,F,41
6340,Dovie,1883,F,40
6341,John,1883,F,40
6342,Orpha,1883,F,40
6343,William,1883,F,40
6344,Cecilia,1883,F,39
6345,Dessie,1883,F,39
6346,Gracie,1883,F,39
6347,Pearle,1883,F,39
6348,Rosetta,1883,F,39
6349,Claire,1883,F,38
6350,Erma,1883,F,38
6351,Lina,1883,F,38
6352,Regina,1883,F,38
6353,Angie,1883,F,36
6354,Elnora,1883,F,36
6355,Mertie,1883,F,36
6356,Cecile,1883,F,35
6357,Elsa,1883,F,35
6358,Kittie,1883,F,35
6359,Lucretia,1883,F,35
6360,Mandy,1883,F,35
6361,Zora,1883,F,35
6362,Angeline,1883,F,34
6363,Cassie,1883,F,34
6364,Georgie,1883,F,34
6365,Lona,1883,F,34
6366,Miriam,1883,F,34
6367,Oma,1883,F,34
6368,Bell,1883,F,33
6369,Freda,1883,F,33
6370,Joanna,1883,F,33
6371,Lyda,1883,F,33
6372,Nona,1883,F,33
6373,Pearlie,1883,F,33
6374,Polly,1883,F,33
6375,Vivian,1883,F,33
6376,Alpha,1883,F,32
6377,Ila,1883,F,32
6378,Lessie,1883,F,32
6379,Maudie,1883,F,32
6380,Tena,1883,F,32
6381,Tennie,1883,F,32
6382,Frankie,1883,F,31
6383,Madeline,1883,F,31
6384,Margie,1883,F,31
6385,Tilda,1883,F,31
6386,Adelia,1883,F,30
6387,Dona,1883,F,30
6388,Dorothea,1883,F,30
6389,Margret,1883,F,30
6390,Molly,1883,F,30
6391,Nola,1883,F,30
6392,Sudie,1883,F,30
6393,Ava,1883,F,29
6394,Charity,1883,F,29
6395,Emelia,1883,F,29
6396,Letha,1883,F,29
6397,Veronica,1883,F,29
6398,Blanch,1883,F,28
6399,Bridget,1883,F,28
6400,Fay,1883,F,28
6401,Georgianna,1883,F,28
6402,Maybelle,1883,F,28
6403,Nan,1883,F,28
6404,Pansy,1883,F,28
6405,Almeda,1883,F,27
6406,Anita,1883,F,27
6407,Artie,1883,F,27
6408,Ernestine,1883,F,27
6409,Evie,1883,F,27
6410,Hilma,1883,F,27
6411,Leora,1883,F,27
6412,Magdalena,1883,F,27
6413,Mazie,1883,F,27
6414,Priscilla,1883,F,27
6415,Savannah,1883,F,27
6416,Angelina,1883,F,26
6417,Cleo,1883,F,26
6418,Elisabeth,1883,F,26
6419,Elise,1883,F,26
6420,Elvira,1883,F,26
6421,Ettie,1883,F,26
6422,Floy,1883,F,26
6423,Lavina,1883,F,26
6424,Louie,1883,F,26
6425,Marietta,1883,F,26
6426,Octavia,1883,F,26
6427,Ona,1883,F,26
6428,Isabell,1883,F,25
6429,James,1883,F,25
6430,Leota,1883,F,25
6431,Leta,1883,F,25
6432,Lotta,1883,F,25
6433,Rosella,1883,F,25
6434,Velma,1883,F,25
6435,Vinnie,1883,F,25
6436,Zula,1883,F,25
6437,Adda,1883,F,24
6438,Dolly,1883,F,24
6439,Ellie,1883,F,24
6440,Helene,1883,F,24
6441,Juanita,1883,F,24
6442,Julie,1883,F,24
6443,June,1883,F,24
6444,Lucia,1883,F,24
6445,Lutie,1883,F,24
6446,Malissa,1883,F,24
6447,Pattie,1883,F,24
6448,Cecil,1883,F,23
6449,Edythe,1883,F,23
6450,Georgiana,1883,F,23
6451,Hortense,1883,F,23
6452,Letitia,1883,F,23
6453,Marcia,1883,F,23
6454,Rae,1883,F,23
6455,Rilla,1883,F,23
6456,Rosalie,1883,F,23
6457,Vina,1883,F,23
6458,Zoe,1883,F,23
6459,Angela,1883,F,22
6460,Clare,1883,F,22
6461,Eddie,1883,F,22
6462,Elmira,1883,F,22
6463,George,1883,F,22
6464,Johnnie,1883,F,22
6465,Kathrine,1883,F,22
6466,Lenna,1883,F,22
6467,Lucie,1883,F,22
6468,Myrta,1883,F,22
6469,Neva,1883,F,22
6470,Retta,1883,F,22
6471,Susanna,1883,F,22
6472,Vida,1883,F,22
6473,Berta,1883,F,21
6474,Bonnie,1883,F,21
6475,Donna,1883,F,21
6476,Doris,1883,F,21
6477,Easter,1883,F,21
6478,Hanna,1883,F,21
6479,Harriette,1883,F,21
6480,Kathleen,1883,F,21
6481,Mellie,1883,F,21
6482,Melvina,1883,F,21
6483,Tina,1883,F,21
6484,Tommie,1883,F,21
6485,Carolina,1883,F,20
6486,Corinne,1883,F,20
6487,Daisie,1883,F,20
6488,Jimmie,1883,F,20
6489,Lavinia,1883,F,20
6490,Liza,1883,F,20
6491,Lue,1883,F,20
6492,Mahala,1883,F,20
6493,Missouri,1883,F,20
6494,Norah,1883,F,20
6495,Patsy,1883,F,20
6496,Willa,1883,F,20
6497,Albina,1883,F,19
6498,Cathrine,1883,F,19
6499,Chloe,1883,F,19
6500,Corrie,1883,F,19
6501,Eda,1883,F,19
6502,Fern,1883,F,19
6503,Florida,1883,F,19
6504,Ione,1883,F,19
6505,Lennie,1883,F,19
6506,Lovie,1883,F,19
6507,Ludie,1883,F,19
6508,Marcella,1883,F,19
6509,Paula,1883,F,19
6510,Una,1883,F,19
6511,Verda,1883,F,19
6512,Vesta,1883,F,19
6513,Antonia,1883,F,18
6514,Charles,1883,F,18
6515,Eloise,1883,F,18
6516,Iona,1883,F,18
6517,Ira,1883,F,18
6518,Jannie,1883,F,18
6519,Leonora,1883,F,18
6520,Manda,1883,F,18
6521,Muriel,1883,F,18
6522,Odessa,1883,F,18
6523,Rosanna,1883,F,18
6524,Sena,1883,F,18
6525,Shirley,1883,F,18
6526,Wilma,1883,F,18
6527,Bella,1883,F,17
6528,Clarissa,1883,F,17
6529,Constance,1883,F,17
6530,Donnie,1883,F,17
6531,Frank,1883,F,17
6532,Hope,1883,F,17
6533,Joseph,1883,F,17
6534,Lenore,1883,F,17
6535,Lilian,1883,F,17
6536,Luna,1883,F,17
6537,Malvina,1883,F,17
6538,Mame,1883,F,17
6539,Matie,1883,F,17
6540,Pinkie,1883,F,17
6541,Samantha,1883,F,17
6542,Adella,1883,F,16
6543,Alida,1883,F,16
6544,Besse,1883,F,16
6545,Cordie,1883,F,16
6546,Deborah,1883,F,16
6547,Dena,1883,F,16
6548,Dixie,1883,F,16
6549,Emilia,1883,F,16
6550,Idella,1883,F,16
6551,India,1883,F,16
6552,Joe,1883,F,16
6553,Kitty,1883,F,16
6554,Lissie,1883,F,16
6555,Mona,1883,F,16
6556,Onie,1883,F,16
6557,Opal,1883,F,16
6558,Vada,1883,F,16
6559,Winnifred,1883,F,16
6560,Zelma,1883,F,16
6561,Adela,1883,F,15
6562,Almira,1883,F,15
6563,Clementine,1883,F,15
6564,Delphine,1883,F,15
6565,Elizebeth,1883,F,15
6566,Geraldine,1883,F,15
6567,Judith,1883,F,15
6568,Libbie,1883,F,15
6569,Mariah,1883,F,15
6570,Merle,1883,F,15
6571,Mintie,1883,F,15
6572,Odie,1883,F,15
6573,Philomena,1883,F,15
6574,Phyllis,1883,F,15
6575,Reba,1883,F,15
6576,Rita,1883,F,15
6577,Vallie,1883,F,15
6578,Zetta,1883,F,15
6579,Agatha,1883,F,14
6580,Albertine,1883,F,14
6581,America,1883,F,14
6582,Anastasia,1883,F,14
6583,Arizona,1883,F,14
6584,Audrey,1883,F,14
6585,Aurelia,1883,F,14
6586,Cathryn,1883,F,14
6587,Dolores,1883,F,14
6588,Elda,1883,F,14
6589,Era,1883,F,14
6590,Erna,1883,F,14
6591,Faye,1883,F,14
6592,Imogene,1883,F,14
6593,Kizzie,1883,F,14
6594,Lonie,1883,F,14
6595,Loula,1883,F,14
6596,Selina,1883,F,14
6597,Sina,1883,F,14
6598,Altha,1883,F,13
6599,Althea,1883,F,13
6600,Alvena,1883,F,13
6601,Alyce,1883,F,13
6602,Annetta,1883,F,13
6603,Annis,1883,F,13
6604,Avis,1883,F,13
6605,Betsy,1883,F,13
6606,Clemmie,1883,F,13
6607,Clyde,1883,F,13
6608,Corda,1883,F,13
6609,Dell,1883,F,13
6610,Donie,1883,F,13
6611,Genie,1883,F,13
6612,Golda,1883,F,13
6613,Inga,1883,F,13
6614,Iola,1883,F,13
6615,Jettie,1883,F,13
6616,Katheryn,1883,F,13
6617,Lauretta,1883,F,13
6618,Lelah,1883,F,13
6619,Phebe,1883,F,13
6620,Rowena,1883,F,13
6621,Roxy,1883,F,13
6622,Zena,1883,F,13
6623,Arvilla,1883,F,12
6624,Byrd,1883,F,12
6625,Camilla,1883,F,12
6626,Coral,1883,F,12
6627,Delphia,1883,F,12
6628,Ethelyn,1883,F,12
6629,Fredericka,1883,F,12
6630,Henry,1883,F,12
6631,Huldah,1883,F,12
6632,Jeanne,1883,F,12
6633,Laurel,1883,F,12
6634,Lea,1883,F,12
6635,Magdalen,1883,F,12
6636,Mathilde,1883,F,12
6637,Melinda,1883,F,12
6638,Metta,1883,F,12
6639,Minta,1883,F,12
6640,Rosina,1883,F,12
6641,Abigail,1883,F,11
6642,Adaline,1883,F,11
6643,Aimee,1883,F,11
6644,Albert,1883,F,11
6645,Aline,1883,F,11
6646,Annabelle,1883,F,11
6647,Arminta,1883,F,11
6648,Arrie,1883,F,11
6649,Camille,1883,F,11
6650,Celestine,1883,F,11
6651,Clifford,1883,F,11
6652,Clora,1883,F,11
6653,Cordia,1883,F,11
6654,Delilah,1883,F,11
6655,Docia,1883,F,11
6656,Effa,1883,F,11
6657,Eleanore,1883,F,11
6658,Emeline,1883,F,11
6659,Fronie,1883,F,11
6660,Jenny,1883,F,11
6661,Leatha,1883,F,11
6662,Luetta,1883,F,11
6663,Mallie,1883,F,11
6664,Margarette,1883,F,11
6665,Margery,1883,F,11
6666,Maye,1883,F,11
6667,Mettie,1883,F,11
6668,Oda,1883,F,11
6669,Prudence,1883,F,11
6670,Robert,1883,F,11
6671,Sophronia,1883,F,11
6672,Theodora,1883,F,11
6673,Tressie,1883,F,11
6674,Wilda,1883,F,11
6675,Zada,1883,F,11
6676,Zona,1883,F,11
6677,Aurora,1883,F,10
6678,Bulah,1883,F,10
6679,Charlie,1883,F,10
6680,Clarice,1883,F,10
6681,Corrine,1883,F,10
6682,Dessa,1883,F,10
6683,Diana,1883,F,10
6684,Dicie,1883,F,10
6685,Emmie,1883,F,10
6686,Esta,1883,F,10
6687,Etha,1883,F,10
6688,Ethyl,1883,F,10
6689,Fairy,1883,F,10
6690,Fred,1883,F,10
6691,Glenna,1883,F,10
6692,Grayce,1883,F,10
6693,Juliet,1883,F,10
6694,Kattie,1883,F,10
6695,Lelar,1883,F,10
6696,Lella,1883,F,10
6697,Lovina,1883,F,10
6698,Lular,1883,F,10
6699,Madie,1883,F,10
6700,Magdalene,1883,F,10
6701,Matilde,1883,F,10
6702,Meda,1883,F,10
6703,Nevada,1883,F,10
6704,Paralee,1883,F,10
6705,Queen,1883,F,10
6706,Ray,1883,F,10
6707,Roseanna,1883,F,10
6708,Serena,1883,F,10
6709,Theodosia,1883,F,10
6710,Vernie,1883,F,10
6711,Viva,1883,F,10
6712,Winona,1883,F,10
6713,Zola,1883,F,10
6714,Ardella,1883,F,9
6715,Birtie,1883,F,9
6716,Calla,1883,F,9
6717,Celeste,1883,F,9
6718,Christena,1883,F,9
6719,Claudie,1883,F,9
6720,Connie,1883,F,9
6721,Delpha,1883,F,9
6722,Dinah,1883,F,9
6723,Drucilla,1883,F,9
6724,Edyth,1883,F,9
6725,Eleanora,1883,F,9
6726,Elta,1883,F,9
6727,Emmer,1883,F,9
6728,Ester,1883,F,9
6729,Evalyn,1883,F,9
6730,Gina,1883,F,9
6731,Jewel,1883,F,9
6732,Jo,1883,F,9
6733,Jossie,1883,F,9
6734,Juana,1883,F,9
6735,Leanna,1883,F,9
6736,Lonnie,1883,F,9
6737,Louis,1883,F,9
6738,Louvenia,1883,F,9
6739,Millicent,1883,F,9
6740,Natalie,1883,F,9
6741,Nealie,1883,F,9
6742,Nita,1883,F,9
6743,Ottie,1883,F,9
6744,Ottilie,1883,F,9
6745,Petra,1883,F,9
6746,Rachael,1883,F,9
6747,Robbie,1883,F,9
6748,Rosamond,1883,F,9
6749,Salome,1883,F,9
6750,Sidney,1883,F,9
6751,Simona,1883,F,9
6752,Tessie,1883,F,9
6753,Thora,1883,F,9
6754,Aileen,1883,F,8
6755,Albertina,1883,F,8
6756,Alda,1883,F,8
6757,Alicia,1883,F,8
6758,Amalia,1883,F,8
6759,Angelita,1883,F,8
6760,Annabel,1883,F,8
6761,Aura,1883,F,8
6762,Bama,1883,F,8
6763,Berenice,1883,F,8
6764,Beryl,1883,F,8
6765,Carlotta,1883,F,8
6766,Carmen,1883,F,8
6767,Celestia,1883,F,8
6768,Cleora,1883,F,8
6769,Clyda,1883,F,8
6770,Dagmar,1883,F,8
6771,Dellar,1883,F,8
6772,Dina,1883,F,8
6773,Dorcas,1883,F,8
6774,Drusilla,1883,F,8
6775,Elenora,1883,F,8
6776,Elisa,1883,F,8
6777,Eller,1883,F,8
6778,Elodie,1883,F,8
6779,Ema,1883,F,8
6780,Evalena,1883,F,8
6781,Florine,1883,F,8
6782,Francisca,1883,F,8
6783,Frona,1883,F,8
6784,Gail,1883,F,8
6785,Georgina,1883,F,8
6786,Hedwig,1883,F,8
6787,Hessie,1883,F,8
6788,Irena,1883,F,8
6789,Ivah,1883,F,8
6790,Josiephine,1883,F,8
6791,Kathryne,1883,F,8
6792,Letta,1883,F,8
6793,Liddie,1883,F,8
6794,Loraine,1883,F,8
6795,Luvenia,1883,F,8
6796,Magnolia,1883,F,8
6797,Maida,1883,F,8
6798,Manuela,1883,F,8
6799,Martina,1883,F,8
6800,Missie,1883,F,8
6801,Nelly,1883,F,8
6802,Netta,1883,F,8
6803,Ocie,1883,F,8
6804,Olevia,1883,F,8
6805,Omie,1883,F,8
6806,Osa,1883,F,8
6807,Parthenia,1883,F,8
6808,Pollie,1883,F,8
6809,Rhea,1883,F,8
6810,Rosalia,1883,F,8
6811,Rosemary,1883,F,8
6812,Tressa,1883,F,8
6813,Vannie,1883,F,8
6814,Vena,1883,F,8
6815,Venie,1883,F,8
6816,Ana,1883,F,7
6817,Anabel,1883,F,7
6818,Ara,1883,F,7
6819,Arline,1883,F,7
6820,Arminda,1883,F,7
6821,Attie,1883,F,7
6822,Beatrix,1883,F,7
6823,Courtney,1883,F,7
6824,Dana,1883,F,7
6825,Delila,1883,F,7
6826,Delta,1883,F,7
6827,Dorathea,1883,F,7
6828,Edward,1883,F,7
6829,Eldora,1883,F,7
6830,Electa,1883,F,7
6831,Elenor,1883,F,7
6832,Elinor,1883,F,7
6833,Ellis,1883,F,7
6834,Elmina,1883,F,7
6835,Elvina,1883,F,7
6836,Erie,1883,F,7
6837,Eugenie,1883,F,7
6838,Euphemia,1883,F,7
6839,Evaline,1883,F,7
6840,Evangeline,1883,F,7
6841,Gertha,1883,F,7
6842,Glennie,1883,F,7
6843,Gretchen,1883,F,7
6844,Icy,1883,F,7
6845,Iris,1883,F,7
6846,Isa,1883,F,7
6847,Jeanie,1883,F,7
6848,Leda,1883,F,7
6849,Leonie,1883,F,7
6850,Leonore,1883,F,7
6851,Leslie,1883,F,7
6852,Lesta,1883,F,7
6853,Levina,1883,F,7
6854,Lillia,1883,F,7
6855,Lollie,1883,F,7
6856,Louetta,1883,F,7
6857,Margarett,1883,F,7
6858,Minna,1883,F,7
6859,Miranda,1883,F,7
6860,Nanie,1883,F,7
6861,Neta,1883,F,7
6862,Ninnie,1883,F,7
6863,Orah,1883,F,7
6864,Orrie,1883,F,7
6865,Osie,1883,F,7
6866,Ossie,1883,F,7
6867,Paulina,1883,F,7
6868,Queenie,1883,F,7
6869,Ramona,1883,F,7
6870,Rebekah,1883,F,7
6871,Rossie,1883,F,7
6872,Sula,1883,F,7
6873,Tempie,1883,F,7
6874,Texie,1883,F,7
6875,Theo,1883,F,7
6876,Ursula,1883,F,7
6877,Vertie,1883,F,7
6878,Zadie,1883,F,7
6879,Aggie,1883,F,6
6880,Aletha,1883,F,6
6881,Allene,1883,F,6
6882,Almina,1883,F,6
6883,Alva,1883,F,6
6884,Amalie,1883,F,6
6885,Amie,1883,F,6
6886,Ammie,1883,F,6
6887,Arlena,1883,F,6
6888,Augustine,1883,F,6
6889,Avie,1883,F,6
6890,Beaulah,1883,F,6
6891,Bee,1883,F,6
6892,Bena,1883,F,6
6893,Bennie,1883,F,6
6894,Bird,1883,F,6
6895,Bula,1883,F,6
6896,Caldonia,1883,F,6
6897,Cara,1883,F,6
6898,Carlie,1883,F,6
6899,Celina,1883,F,6
6900,Cena,1883,F,6
6901,Christie,1883,F,6
6902,Clarinda,1883,F,6
